deployment,year,year_range,project_na,subproject,camera_tra,project_tr,camera_bra,camera_mod,cam_num,sd_num,Cam_SD,round,media_type,phase,protocol,HEXID,northing,easting,latitude,longitude,deployme_1,deployme_2,last_pic_d,last_use_d,collection,collecti_1,cam_nights,total_imag,forest_or_,forest_eco,habitat,setting,bushnell_b,bushnell_1,battery_pe,battery__1,device_wor,lithium_or,tem_logger,snowstake_,cam_orient,cam_orie_1,tree_speci,cam_lost,FLAG,FLAG_comme,deployme_3,distance,ORIG_FID,Shape_Leng,Shape_Area,Buffer,Buffer_cam
C0060,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,1,Bushnell,Bushnell HD,18,18,C018_SD018,3,camera,,,,4913155.47000000000,492891.83000000000,44.37163734000,-75.08921833000,13-May-2019,,,,8-Sep-2019,,,0,Degrasse,,Pine,,0,0,0,0,TRUE,,,,278,,white oak,,,,Replaced Browning camera for Bushnell - Browning wasn't working; Do Not Use,3.52300000000,60,22135.66183720000,38991968.32620000000,P2,P2_C0060
C0061,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,6,Bushnell,Bushnell HD,18,40,C018_SD040,2,camera,,,,4917448.31000000000,487468.65000000000,44.41021316000,-75.15738952000,24-Jan-2019,,,22-Apr-2019,13-May-2019,,,0,Whippoorwill,,Pine,,3,0,0,0,TRUE,,,,7,,red maple,,,,,3.52300000000,61,22135.66183720000,38991968.32620000000,P2,P2_C0061
C0062,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,6,Browning,,21,1,C021_SD001,2,camera,,,,4920874.49000000000,493992.29000000000,44.44114036000,-75.07549478000,28-Feb-2019,,,20-Apr-2019,16-May-2019,,,0,Donnerville,,Deciduous,,0,0,75,34,TRUE,,,,196,,American beech,,,,Beech tree is dead. Key did not work -- Camera is at the same location as last time. -- Need old key?,3.52300000000,62,22135.66183720000,38991968.32620000000,P2,P2_C0062
C0063,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,3,Browning,,21,40,C021_SD040,4,camera,,,,4920118.15000000000,493881.32000000000,44.43433000000,-75.07690000000,17-Sep-2019,,,28-Sep-2019,15-Nov-2019,,,0,Donnerville,,Deciduous,,0,0,73,40,TRUE,,,,278,,red maple,,TRUE,Bear at 9/29,Bear family knocks over camera after this date; Shapshot USA deployment 11,3.52300000000,63,22135.66183720000,38991968.32620000000,P2,P2_C0063
C0064,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,4,Browning,,21,40,C021_SD040,3,camera,,,,4944826.42000000000,520463.94000000000,44.65650492000,-74.74189375000,15-May-2019,,,,3-Sep-2019,,,0,Whisky Flats,,Pine,,0,0,0,0,TRUE,,,,37,,red pine,,TRUE,Do not use,Very close to access road; Do Not Use,3.52300000000,64,22135.66183720000,38991968.32620000000,P2,P2_C0064
C0065,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,3,Browning,,22,22,C022_SD022,3,camera,,,,4916072.65000000000,487611.33000000000,44.39783671000,-75.15556570000,13-May-2019,,,,4-Sep-2019,,,0,Whippoorwill,,Pine,,0,0,0,0,TRUE,,,,227,,white oak,,TRUE,BEAR!,Do Not Use- camera got knocked down by a bear on the second night. Interesting series!,3.52300000000,65,22135.66183720000,38991968.32620000000,P2,P2_C0065
C0066,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,5,Browning,,22,31,C022_SD031,2,camera,,,,4944804.30000000000,515682.01000000000,44.65642724000,-74.80220697000,28-Jan-2019,,,30-Apr-2019,15-May-2019,,,0,Whisky Flats,,Pine,,0,0,70,0,TRUE,,,,356,,red maple,,,,,3.52300000000,66,22135.66183720000,38991968.32620000000,P2,P2_C0066
C0067,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,8,Bushnell,Bushnell HD,23,16,C023_SD016,2,camera,,,,4913592.32000000000,441788.81000000000,44.37326954000,-75.73065569000,11-Feb-2019,,,10-May-2019,10-May-2019,,,0,South Hammond,,Deciduous,,0,0,0,0,TRUE,,,,288,,white pine,,,,Key broke in lock. Need cable cutters. Camera has not MOVED,3.52300000000,67,22135.66183720000,38991968.32620000000,P2,P2_C0067
C0068,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,2,Browning,,23,24,C023_SD024,4,camera,,,,0.00000000000,0.00000000000,44.36941000000,-75.72210000000,20-Sep-2019,,,7-Dec-2019,7-Dec-2019,,,0,South Hammond,,Deciduous,,0,0,78,33,TRUE,,,,297,,red oak,,,,,3.52300000000,68,22135.66183720000,38991968.32620000000,P2,P2_C0068
C0069,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,2,Browning,,23,32,C023_SD032,3,camera,,,,4913584.91000000000,441787.07000000000,44.37320639000,-75.73067624000,10-May-2019,,,31-Aug-2019,31-Aug-2019,,,0,South Hammond,,Deciduous,,0,0,0,0,TRUE,,,,280,,white pine,,,,Lock Key broke- same point as Round 1,3.52300000000,69,22135.66183720000,38991968.32620000000,P2,P2_C0069
C0070,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,7,Browning,,24,18,C024_SD018,2,camera,,,,4920870.86000000000,460329.31000000000,44.44005045000,-75.49850596000,4-Mar-2019,,,11-May-2019,11-May-2019,,,0,Beaver Creek,,Deciduous,,0,0,0,0,TRUE,,,,164,,red oak,,,,,3.52300000000,70,22135.66183720000,38991968.32620000000,P2,P2_C0070
C0071,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,1,Browning,,24,25,C024_SD025,3,camera,,,,4921628.78000000000,460495.99000000000,44.44688345000,-75.49646906000,11-May-2019,,,,6-Sep-2019,,,0,Beaver Creek,,Deciduous,,0,0,0,0,TRUE,,,,13,,,,TRUE,Do not use,"Placed near stream; Do Not Use- bear knocks over camera at photo 547, but cam was taking photos of nothing before that. Camera tree species unknown - deciduous and dead",3.52300000000,71,22135.66183720000,38991968.32620000000,P2,P2_C0071
C0072,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,5,Browning,,25,6,C025_SD006,2,camera,,,,4915335.01000000000,442817.67000000000,44.38904225000,-75.71793388000,11-Feb-2019,,,5-May-2019,10-May-2019,,,0,South Hammond,,Deciduous,,0,0,0,0,TRUE,,,,206,,white pine,,,,,3.52300000000,72,22135.66183720000,38991968.32620000000,P2,P2_C0072
C0073,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,4,Browning,,25,38,C025_SD038,3,camera,,,,4914632.26000000000,443502.41000000000,44.38276740000,-75.70926159000,10-May-2019,,,20-May-2019,31-Aug-2019,,,0,South Hammond,,Deciduous,,0,0,0,0,TRUE,,,,233,,oak spp,,,,,3.52300000000,73,22135.66183720000,38991968.32620000000,P2,P2_C0073
C0074,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,8,Browning,,27,3,C027_SD003,2,camera,,,,4919457.41000000000,491739.91000000000,44.42836117000,-75.10377658000,28-Feb-2019,,,22-Apr-2019,16-May-2019,,,0,Donnerville,,Deciduous,,0,0,0,0,TRUE,,,,218,,oak spp,,,,Placed on significant incline,3.52300000000,74,22135.66183720000,38991968.32620000000,P2,P2_C0074
C0075,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,4,Browning,,27,35,C027_SD035,3,camera,,,,4914098.59000000000,493776.48000000000,44.38014422000,-75.07812535000,16-May-2019,,,21-May-2019,8-Sep-2019,,,0,Degrasse,,Pine,,0,0,0,0,TRUE,,,,200,,white oak,,TRUE,Bear at photo 157,In marsh; Bear knocked down camera at photo 157.,3.52300000000,75,22135.66183720000,38991968.32620000000,P2,P2_C0075
C0076,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,Cole,1,Browning,,27,41,C027_SD041,4,camera,,,,0.00000000000,0.00000000000,44.41159000000,-75.51460000000,9-Oct-2019,,,13-Oct-2019,14-Dec-2019,,,0,Beaver Creek,,Deciduous,,0,0,60,47,TRUE,,,,56,,elm spp,,TRUE,Bear,"On game trail, 100m east of buffer circle (bad terrain within buffer), placed by Cole; Bear knocks over camera but some photos are still good",3.52300000000,76,22135.66183720000,38991968.32620000000,P2,P2_C0076
C0077,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,1,Browning,,28,1,C028_SD001,4,camera,,,,0.00000000000,0.00000000000,44.38649000000,-75.72570000000,20-Sep-2019,,,7-Dec-2019,7-Dec-2019,,,0,South Hammond,,Deciduous,,0,0,78,34,TRUE,,,,263,,red pine,,,,GPS issues- may not be exactly within the buffer,3.52300000000,77,22135.66183720000,38991968.32620000000,P2,P2_C0077
C0078,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,2,Browning,,28,8,C028_SD008,3,camera,,,,4911626.44000000000,493725.21000000000,44.35787956000,-75.07873950000,13-May-2019,,,,7-Sep-2019,,,0,Degrasse,,Pine,,0,0,0,0,TRUE,,,,348,,sugar maple,,TRUE,Do not use,Do Not Use- fern growth triggered camera,3.52300000000,78,22135.66183720000,38991968.32620000000,P2,P2_C0078
C0079,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,8,Browning,,28,38,C028_SD038,2,camera,,,,4912026.81000000000,492533.34000000000,44.36147845000,-75.09370183000,7-Feb-2019,,,18-Apr-2019,13-May-2019,,,0,Degrasse,,Pine,,0,0,80,0,TRUE,,,,12,,red pine,,,,,3.52300000000,79,22135.66183720000,38991968.32620000000,P2,P2_C0079
C0080,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,7,Browning,,29,12,C029_SD012,2,camera,,,,4913699.29000000000,493262.53000000000,44.37653846000,-75.08457255000,7-Feb-2019,,,27-Feb-2019,13-May-2019,,,0,Degrasse,,Pine,,0,0,0,0,TRUE,,,,157,,American beech,,,,,3.52300000000,80,22135.66183720000,38991968.32620000000,P2,P2_C0080
C0081,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,2,Browning,,30,6,C030_SD006,3,camera,,,,4917135.56000000000,458774.57000000000,44.40633928000,-75.51774484000,11-May-2019,,,,6-Sep-2019,,,0,Beaver Creek,,Deciduous,,0,0,0,0,TRUE,,,,233,,red pine,,TRUE,Do not use,Lots of shrubbery,3.52300000000,81,22135.66183720000,38991968.32620000000,P2,P2_C0081
C0082,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,1,Browning,,30,17,C030_SD017,4,camera,,,,4919210.03000000000,491801.75000000000,44.42614000000,-75.10300000000,17-Sep-2019,,,15-Nov-2019,15-Nov-2019,,,0,Donnerville,,Deciduous,,0,0,84,48,TRUE,,,,185,,ash spp,,,,Tree is dying; very close to main path; Snapshot USA deployment 9,3.52300000000,82,22135.66183720000,38991968.32620000000,P2,P2_C0082
C0083,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,8,Browning,,30,22,C030_SD022,2,camera,,,,4919381.45000000000,459674.27000000000,44.42660055000,-75.50662054000,4-Mar-2019,,,11-May-2019,11-May-2019,,,0,Beaver Creek,,Deciduous,,0,0,0,0,TRUE,,,,199,,red oak,,,,,3.52300000000,83,22135.66183720000,38991968.32620000000,P2,P2_C0083
C0084,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,2,Browning,,31,3,C031_SD003,3,camera,,,,0.00000000000,0.00000000000,44.40286887000,-75.12679578000,13-May-2019,,,9-Jun-2019,4-Sep-2019,,,0,Whippoorwill,,Pine,,0,0,0,0,TRUE,,,,51,,sugar maple,,TRUE,Bear after photo 465,Bear knocks over camera at photo 465. Do not use after that,3.52300000000,84,22135.66183720000,38991968.32620000000,P2,P2_C0084
C0085,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,"Leslie, Cole",4,Browning,,31,15,C031_SD015,4,camera,,,,0.00000000000,0.00000000000,44.40299000000,-75.16180000000,27-Sep-2019,,,10-Nov-2019,12-Nov-2019,,,0,Whippoorwill,,Pine,,0,0,0,38,TRUE,,,,21,,eastern hemlock,,,,"Set up by Cole and Leslie, facing game trail; Snapshot USA deployment 4",3.52300000000,85,22135.66183720000,38991968.32620000000,P2,P2_C0085
C0086,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,5,Browning,,31,41,C031_SD041,2,camera,,,,4917130.04000000000,487107.77000000000,44.40734393000,-75.16191441000,24-Jan-2019,,,18-Feb-2019,13-May-2019,,,0,Whippoorwill,,Pine,,0,0,81,0,TRUE,,,,334,,eastern hemlock,,,,"Tree is dead, bring sharpie",3.52300000000,86,22135.66183720000,38991968.32620000000,P2,P2_C0086
C0087,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,Cole,3,Browning,,32,13,C032_SD013,4,camera,,,,0.00000000000,0.00000000000,44.40971000000,-75.14330000000,27-Sep-2019,,,12-Nov-2019,12-Nov-2019,,,0,Whippoorwill,,Pine,,0,0,0,40,TRUE,,,,17,,American beech,,,,"Cole, locked, perpendicular with game trail; Snapshot USA deployment 3",3.52300000000,87,22135.66183720000,38991968.32620000000,P2,P2_C0087
C0088,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,2,Browning,,32,26,C032_SD026,3,camera,,,,4945538.94000000000,515008.56000000000,44.66305841000,-74.81067881000,15-May-2019,,,9-Aug-2019,3-Sep-2019,,,0,Whisky Flats,,Pine,,0,0,0,0,TRUE,,,,180,,white oak,,TRUE,Bear at 342,Bear knocks over camera at photo 342. Do not use after.,3.52300000000,88,22135.66183720000,38991968.32620000000,P2,P2_C0088
C0089,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,7,Browning,,32,39,C032_SD039,2,camera,,,,4916460.40000000000,487921.50000000000,44.40132605000,-75.15167952000,24-Jan-2019,,,15-Feb-2019,13-May-2019,,,0,Whippoorwill,,Pine,,0,0,70,0,TRUE,,,,16,,white pine,,,,,3.52300000000,89,22135.66183720000,38991968.32620000000,P2,P2_C0089
C0090,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,,2,Browning,,33,23,C033_SD023,3,camera,,,,4920114.84000000000,491769.33000000000,44.43428536000,-75.10341765000,16-May-2019,,,20-Aug-2019,7-Sep-2019,,,0,Donnerville,,Deciduous,,0,0,0,0,TRUE,,,,71,,sugar maple,,,,Close to mountain bike trails,3.52300000000,90,22135.66183720000,38991968.32620000000,P2,P2_C0090
C0091,2019,2018-2019,North Country Wild,Wildlife Diversity A2A corridor,,7,Browning,,33,32,C033_SD032,2,camera,,,,4944679.72000000000,518405.67000000000,44.65524629000,-74.76785835000,31-Jan-2019,,,8-Feb-2019,15-May-2019,,,0,Whisky Flats,,Pine,,0,0,70,0,TRUE,,,,64,,,,,,No key for lock. Not locked,3.52300000000,91,22135.66183720000,38991968.32620000000,P2,P2_C0091
C0092,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,Erika,3,Browning,,33,38,C033_SD038,4,camera,,,,0.00000000000,0.00000000000,44.36012000000,-75.07590000000,27-Sep-2019,,,10-Nov-2019,17-Nov-2019,,,0,Degrasse,,Pine,,0,0,0,30,TRUE,,,,235,,red maple,,,,"Erika, hemlock grove,adjacent to Grasse; gaps in view across river",3.52300000000,92,22135.66183720000,38991968.32620000000,P2,P2_C0092
C0093,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,"Leslie, Cole",1,Browning,,34,21,C034_SD021,4,camera,,,,0.00000000000,0.00000000000,44.63090000000,-74.76950000000,29-Sep-2019,,,14-Dec-2019,26-Jan-2020,,,0,Whisky Flats,,Pine,,0,0,0,0,TRUE,,,,129,,spruce spp,,,,Set up by Cole and Leslie,3.52300000000,93,22135.66183720000,38991968.32620000000,P2,P2_C0093
C0094,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,Cole,2,Browning,,35,16,C035_SD016,4,camera,,,,0.00000000000,0.00000000000,44.42860000000,-75.49670000000,19-Oct-2019,,,19-Dec-2019,2-Feb-2020,,,0,Beaver Creek,,Deciduous,,0,0,100,64,TRUE,,,,14,,red maple,,,,Placed by Cole,3.52300000000,94,22135.66183720000,38991968.32620000000,P2,P2_C0094
C0095,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,"Leslie, Cole",2,Browning,,36,32,C036_SD032,4,camera,,,,4944904.00000000000,515122.40000000000,44.65734000000,-74.80930000000,29-Sep-2019,,,18-Dec-2019,26-Jan-2020,,,0,Whisky Flats,,Pine,,0,0,0,46,TRUE,,,,236,,white cedar,,,,"Set up by Cole and Leslie, wet/swampy surrounding habitat",3.52300000000,95,22135.66183720000,38991968.32620000000,P2,P2_C0095
C0096,2019,2019-2020,North Country Wild,Wildlife Diversity A2A corridor,Erika,1,Browning,,37,31,C037_SD031,4,camera,,,,0.00000000000,0.00000000000,44.36554000000,-75.09710000000,27-Sep-2019,,,17-Nov-2019,17-Nov-2019,,,0,Degrasse,,Pine,,0,0,0,49,TRUE,,,,173,,eastern hemlock,,,,"Erika, Hemlock grove; Snapshot USA deployment 5",3.52300000000,96,22135.66183720000,38991968.32620000000,P2,P2_C0096
C0097,2019,2019-2020,North Country Wild,Snapshot USA,Erika,2,Browning,,39,16-2,C039_SD0162,4,camera,,,,4917278.20000000000,494717.20000000000,44.40877000000,-75.06630000000,11-Oct-2019,,,16-Nov-2019,16-Nov-2019,,,0,Lampson Falls,,,,0,0,0,91,TRUE,,,,53,,red maple,,,,"SD card 16-2; No Scale stick, ELB, beech thicket, extra camera for Snapshot USA; snapshot deployment 14",3.52300000000,97,22135.66183720000,38991968.32620000000,P2,P2_C0097
C0098,2019,2019-2020,North Country Wild,Snapshot USA,Erika,1,Browning,,40,16-1,C040_SD0161,4,camera,,,,4917438.82000000000,494173.74000000000,44.41021551000,-75.07317615000,11-Oct-2019,,,16-Nov-2019,16-Nov-2019,,,0,Lampson Falls,,,,0,0,0,92,TRUE,,,,236,,yellow birch,,,,"SD card 16-1; No Scale stick, ELB, extra camera for Snapshot USA;snapshot deployment 16",3.52300000000,98,22135.66183720000,38991968.32620000000,P2,P2_C0098
C0099,2019,2019-2020,North Country Wild,Snapshot USA,Erika,4,Browning,,41,14,C041_SD014,4,camera,,,,4917886.80000000000,494457.89000000000,44.41425087000,-75.06961209000,11-Oct-2019,,,16-Nov-2019,16-Nov-2019,,,0,Lampson Falls,,,,0,0,0,80,TRUE,,,,316,,catscratch,,,,"No Scale stick, ELB, beech thicket, extra camera for Snapshot USA deployment 15",3.52300000000,99,22135.66183720000,38991968.32620000000,P2,P2_C0099
C0100,2019,2019-2020,North Country Wild,Snapshot USA,Erika,3,Browning,,42,16-3,C042_SD0163,4,camera,,,,4916878.03000000000,494519.01000000000,44.40516950000,-75.06883380000,11-Oct-2019,,,15-Nov-2019,17-Nov-2019,,,0,Lampson Falls,,,,0,0,0,86,TRUE,,,,166,,white pine,,,,"No Scale Stick, white pine stand, extra camera for Snapshot USA, ELB, Snapshot deployment 13",3.52300000000,100,22135.66183720000,38991968.32620000000,P2,P2_C0100
C0101,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Cole, Kayla",15,,,21,3,C021_SD003,1,camera,,Snapshot,,4917327.58000000000,494438.13000000000,44.40921620000,-75.06985400000,1-Oct-2020,11:30,25-Oct-2020,,25-Oct-2020,11:45,24,61,,,Deciduous,Rural,0,0,53,32,TRUE,rechargable,,,0,,,,,,,3.52300000000,101,22135.66183720000,38991968.32620000000,P2,P2_C0101
C0102,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Erika, Gus",31,Browning,Strike Force,21,74,C021_SD074,2,camera,,Snapshot,,4903295.20000000000,508317.33000000000,44.28285710000,-74.89576300000,9-Nov-2020,9:56,4-Dec-2020,,4-Dec-2020,14:27,25,12,,,Deciduous,Wild,0,0,51,42,FALSE,rechargable,,,0,,sugar maple,,TRUE,Do not use,Only pictures are from set up and take down. Logging nearby. Can hear equipment. Logging is just over DEC boundary line. Moose sign near parking area.,3.52300000000,102,22135.66183720000,38991968.32620000000,P2,P2_C0102
C0103,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Erika, Gus, Tulip",23,Browning,Strike Force Pro XD,22,58,C022_SD058,1,camera,,Snapshot,,4895420.70000000000,526499.40000000000,44.21152800000,-74.66829600000,29-Sep-2020,10:23,6-Nov-2020,,6-Nov-2020,15:43,38,121,,,Deciduous,Wild,0,0,59,50,TRUE,rechargable,,,0,,sugar maple,,,,some moisture in camera at pick up,3.52300000000,103,22135.66183720000,38991968.32620000000,P2,P2_C0103
C0104,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Erika, Gus",33,Browning,Strike Force,22,94,C022_SD094,2,camera,,Snapshot,,4903721.69000000000,505788.47000000000,44.28672130000,-74.92745100000,9-Nov-2020,11:45,7-Dec-2020,,7-Dec-2020,11:52,28,48,,,Mixed,Wild,0,0,55,37,TRUE,rechargable,,,0,,balsam fir,,,,may wish to hike in on trail used for nearby R1 camera - continue on ATV trail?,3.52300000000,104,22135.66183720000,38991968.32620000000,P2,P2_C0104
C0105,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Erika, Gus, Tulip",22,Browning,Strike Force,23,17,C023_SD017,1,camera,,Snapshot,,4893911.70000000000,527195.50000000000,44.19791680000,-74.65966100000,29-Sep-2020,11:13,6-Nov-2020,,6-Nov-2020,14:34,38,76,,,Deciduous,Wild,0,0,55,48,TRUE,rechargable,,,0,,yellow birch,,,,up steep hill,3.52300000000,105,22135.66183720000,38991968.32620000000,P2,P2_C0105
C0106,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Erika, Gus",27,,,23,80,C023_SD080,2,camera,,,,4895035.58000000000,526722.28000000000,44.20805260000,-74.66552600000,6-Nov-2020,15:04,4-Dec-2020,,4-Dec-2020,11:04,28,81,,,Mixed,Wild,0,0,53,42,TRUE,,,,0,,balsam fir,,,,,3.52300000000,106,22135.66183720000,38991968.32620000000,P2,P2_C0106
C0107,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Cole, Kayla",9,Browning,Strike Force,27,25,C027_SD025,1,camera,,Snapshot,,4936472.96000000000,487419.23000000000,44.58148820000,-75.15847400000,26-Sep-2020,9:00,25-Oct-2020,,25-Oct-2020,8:35,29,142,,,Evergreen,Rural,0,0,60,48,TRUE,rechargable,,,0,,white pine,,,,,3.52300000000,107,22135.66183720000,38991968.32620000000,P2,P2_C0107
C0108,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Cole, Maggie",47,Browning,Strike Force Pro XD,27,70,C027_SD070,2,camera,,Snapshot,,4913687.08000000000,493680.37000000000,44.37643500000,-75.07932700000,25-Oct-2020,13:57,3-Dec-2020,,3-Dec-2020,14:58,39,27,,,Mixed,Wild,0,0,63,47,TRUE,rechargable,,,0,,white pine,,,,DD cam wrong,3.52300000000,108,22135.66183720000,38991968.32620000000,P2,P2_C0108
C0109,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Cole, Kayla",11,Browning,Strike Force,28,18,C028_SD018,1,camera,,Snapshot,,4927845.66000000000,486654.30000000000,44.50380630000,-75.16788600000,26-Sep-2020,10:16,25-Oct-2020,,25-Oct-2020,9:20,29,995,,,Mixed,Rural,0,0,60,31,TRUE,rechargable,,,0,,,,,,lots of gray squirrels!,3.52300000000,109,22135.66183720000,38991968.32620000000,P2,P2_C0109
C0110,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Cole, Maggie",38,Browning,Strike Force,28,66,C028_SD066,2,camera,,Snapshot,,4920462.88000000000,493952.26000000000,44.43743890000,-75.07599300000,25-Oct-2020,10:52,3-Dec-2020,,3-Dec-2020,12:06,39,114,,,Deciduous,Wild,0,0,60,42,TRUE,rechargable,,,0,,red maple,,,,"DD wrong for cam - Dates and time are wrong - check time. See paper data sheet in ""Fall 2020 game cams"" folder for details.",3.52300000000,110,22135.66183720000,38991968.32620000000,P2,P2_C0110
C0111,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Erika, Gus",21,Browning,Strike Force,31,59,C031_SD059,1,camera,,Snapshot,,4887380.40000000000,526185.20000000000,44.13915180000,-74.67263000000,1-Oct-2020,17:04,6-Nov-2020,,6-Nov-2020,11:53,36,94,,,Deciduous,Wild,0,0,55,47,TRUE,rechargable,,,0,,American beech,,,,,3.52300000000,111,22135.66183720000,38991968.32620000000,P2,P2_C0111
C0112,2020,2020-2021,North Country Wild,Grasse River Occupancy,"Erika, Gus",25,Browning,Strike Force,31,95,C031_SD095,2,camera,,Snapshot,,4887498.86000000000,526921.20000000000,44.14019160000,-74.66342200000,6-Nov-2020,12:26,4-Dec-2020,,4-Dec-2020,9:09,28,150,,,Mixed,Wild,0,0,51,42,TRUE,rechargable,,,0,,,,TRUE,Moslty wind,mostly wind pictures,3.52300000000,112,22135.66183720000,38991968.32620000000,P2,P2_C0112
C0113,2020,2020-2021,North Country Wild,Grasse River Occupancy,Cole,49,Browning,Strike Force,32,68,C032_SD068,2,camera,,Snapshot,,4927711.86000000000,486409.85000000000,44.50259710000,-75.17095800000,27-Oct-2020,10:00,3-Dec-2020,,3-Dec-2020,10:07,37,270,,,Deciduous,Rural,0,0,59,44,TRUE,rechargable,,,0,,red oak,,,,,3.52300000000,113,22135.66183720000,38991968.32620000000,P2,P2_C0113
